Data,Ultimo
2015-01-22,"25.147,93"
2015-01-21,"25.440,19"
2015-01-20,"25.202,70"
2015-01-19,"25.314,81"
2015-01-16,"26.538,66"
2015-01-15,"26.024,98"
2015-01-14,"26.211,32"
2015-01-13,"25.806,09"
2015-01-12,"25.579,81"
2015-01-09,"25.774,12"
2015-01-08,"27.152,12"
2015-01-07,"27.074,18"
2015-01-06,"26.630,41"
2015-01-05,"26.189,85"
2015-01-02,"26.473,35"
2014-12-30,"27.161,26"
2014-12-29,"27.309,61"
2014-12-26,"27.015,48"
2014-12-23,"26.783,48"
2014-12-22,"26.615,66"
2014-12-19,"26.281,62"
2014-12-18,"25.950,18"
2014-12-17,"26.307,32"
2014-12-16,"25.544,88"
2014-12-15,"26.411,40"
2014-12-12,"26.655,94"
2014-12-11,"26.849,04"
2014-12-10,"26.750,56"
2014-12-09,"27.095,51"
2014-12-08,"27.131,77"
2014-12-05,"27.589,25"
2014-12-04,"27.522,56"
2014-12-03,"27.710,30"
2014-12-02,"27.702,33"
2014-12-01,"27.608,12"
2014-11-28,"28.314,98"
2014-11-27,"28.225,70"
2014-11-26,"27.791,50"
2014-11-25,"28.007,92"
2014-11-24,"28.115,25"
2014-11-21,"28.019,10"
2014-11-19,"26.874,47"
2014-11-18,"26.193,02"
2014-11-17,"25.835,19"
2014-11-14,"26.020,09"
2014-11-13,"26.270,87"
2014-11-12,"26.683,81"
2014-11-11,"26.802,33"
2014-11-10,"26.759,90"
2014-11-07,"26.474,05"
2014-11-06,"26.206,98"
2014-11-05,"26.519,51"
2014-11-04,"26.636,51"
2014-11-03,"26.439,37"
2014-10-31,"26.451,47"
2014-10-30,"26.149,23"
2014-10-29,"26.036,50"
2014-10-28,"25.834,75"
2014-10-27,"24.971,01"
2014-10-24,"25.779,43"
2014-10-23,"25.139,00"
2014-10-22,"26.109,50"
2014-10-21,"26.158,60"
2014-10-20,"27.169,05"
2014-10-17,"27.538,31"
2014-10-16,"26.939,96"
2014-10-15,"27.349,88"
2014-10-14,"28.035,85"
2014-10-13,"28.134,48"
2014-10-10,"27.474,62"
2014-10-09,"28.072,20"
2014-10-08,"28.413,74"
2014-10-07,"28.417,95"
2014-10-06,"27.906,13"
2014-10-03,"27.144,35"
2014-10-02,"26.830,01"
2014-10-01,"26.897,95"
2014-09-30,"27.596,08"
2014-09-29,"27.320,57"
2014-09-26,"28.025,53"
2014-09-25,"27.859,25"
2014-09-24,"27.705,39"
2014-09-23,"27.663,98"
2014-09-22,"27.824,16"
2014-09-19,"28.419,12"
2014-09-18,"28.683,47"
2014-09-17,"29.073,49"
2014-09-16,"29.255,77"
2014-09-15,"29.036,96"
2014-09-12,"29.005,53"
2014-09-11,"29.475,98"
2014-09-10,"29.462,06"
2014-09-09,"29.495,86"
2014-09-08,"30.120,93"
2014-09-05,"31.085,51"
2014-09-04,"31.188,06"
2014-09-03,"31.478,25"
2014-09-02,"31.233,83"
2014-09-01,"31.164,53"
2014-08-29,"31.171,18"
2014-08-28,"30.847,82"
2014-08-27,"31.064,97"
2014-08-26,"30.733,48"
2014-08-25,"30.866,52"
2014-08-22,"30.452,50"
2014-08-21,"30.714,90"
2014-08-20,"30.404,56"
2014-08-19,"30.028,05"
2014-08-18,"29.781,37"
2014-08-15,"29.698,94"
2014-08-14,"29.105,05"
2014-08-13,"29.082,09"
2014-08-12,"29.297,63"
2014-08-11,"29.349,70"
2014-08-08,"28.992,08"
2014-08-07,"28.888,06"
2014-08-06,"28.859,44"
2014-08-05,"28.774,06"
2014-08-04,"29.054,84"
2014-08-01,"28.543,39"
2014-07-31,"28.369,58"
2014-07-30,"28.951,50"
2014-07-29,"29.106,90"
2014-07-28,"29.738,99"
2014-07-25,"29.717,94"
2014-07-24,"30.008,06"
2014-07-23,"29.746,58"
2014-07-22,"30.079,17"
2014-07-21,"29.741,82"
2014-07-18,"29.487,21"
2014-07-17,"29.027,89"
2014-07-16,"29.129,51"
2014-07-15,"29.382,94"
2014-07-14,"29.287,01"
2014-07-11,"28.977,21"
2014-07-10,"28.823,96"
2014-07-08,"28.337,60"
2014-07-07,"28.331,57"
2014-07-04,"28.293,07"
2014-07-03,"27.823,67"
2014-07-02,"27.758,07"
2014-07-01,"27.954,87"
2014-06-30,"28.133,81"
2014-06-27,"28.191,38"
2014-06-26,"28.346,20"
2014-06-25,"28.356,70"
2014-06-24,"28.388,70"
2014-06-23,"28.155,93"
2014-06-20,"28.326,32"
2014-06-18,"28.845,84"
2014-06-17,"28.126,06"
2014-06-16,"28.019,97"
2014-06-13,"28.029,71"
2014-06-11,"28.203,59"
2014-06-10,"27.867,76"
2014-06-09,"27.615,75"
2014-06-06,"26.962,51"
2014-06-05,"26.522,92"
2014-06-04,"26.529,20"
2014-06-03,"26.534,81"
2014-06-02,"26.348,59"
2014-05-30,"26.328,72"
2014-05-29,"26.644,97"
2014-05-28,"26.593,70"
2014-05-27,"26.380,47"
2014-05-26,"26.959,05"
2014-05-23,"26.818,22"
2014-05-22,"26.716,72"
2014-05-21,"26.337,58"
2014-05-20,"26.377,95"
2014-05-19,"26.729,43"
2014-05-16,"27.010,67"
2014-05-15,"26.929,10"
2014-05-14,"27.520,56"
2014-05-13,"27.126,67"
2014-05-12,"27.224,66"
2014-05-09,"26.745,94"
2014-05-08,"27.155,58"
2014-05-07,"27.538,14"
2014-05-06,"27.062,79"
2014-05-05,"26.837,47"
2014-05-02,"26.292,22"
2014-04-30,"25.845,08"
2014-04-29,"25.463,95"
2014-04-28,"25.431,42"
2014-04-25,"25.471,71"
2014-04-24,"25.891,80"
2014-04-23,"25.888,81"
2014-04-22,"26.009,19"
2014-04-17,"25.588,84"
2014-04-16,"25.091,63"
2014-04-15,"24.983,16"
2014-04-14,"25.078,78"
2014-04-11,"24.691,97"
2014-04-10,"24.478,93"
2014-04-09,"24.406,07"
2014-04-08,"24.985,43"
2014-04-07,"25.145,97"
2014-04-04,"25.062,10"
2014-04-03,"25.128,53"
2014-04-02,"25.295,47"
2014-04-01,"24.603,50"
2014-03-31,"24.838,77"
2014-03-28,"24.617,24"
2014-03-27,"24.495,63"
2014-03-26,"23.775,46"
2014-03-25,"23.796,85"
2014-03-24,"23.654,79"
2014-03-21,"23.511,55"
2014-03-20,"23.315,63"
2014-03-19,"22.942,17"
2014-03-18,"22.658,74"
2014-03-17,"22.157,44"
2014-03-14,"22.311,92"
2014-03-13,"22.800,23"
2014-03-12,"22.273,01"
2014-03-11,"21.953,46"
2014-03-10,"21.750,48"
2014-03-07,"22.167,93"
2014-03-06,"22.914,59"
2014-03-05,"22.722,90"
2014-02-28,"23.057,55"
2014-02-27,"23.079,39"
2014-02-26,"22.505,21"
2014-02-25,"22.444,82"
2014-02-24,"22.879,85"
2014-02-21,"22.785,10"
2014-02-20,"22.756,37"
2014-02-19,"22.311,65"
2014-02-18,"21.826,66"
2014-02-17,"22.752,08"
2014-02-14,"23.744,74"
2014-02-13,"23.940,04"
2014-02-12,"24.366,74"
2014-02-11,"24.320,95"
2014-02-10,"24.192,99"
2014-02-07,"24.467,61"
2014-02-06,"24.489,22"
2014-02-05,"24.175,27"
2014-02-04,"24.574,26"
2014-02-03,"24.673,89"
2014-01-31,"25.207,56"
2014-01-30,"24.947,81"
2014-01-29,"25.112,51"
2014-01-28,"25.222,57"
2014-01-27,"24.964,12"
2014-01-24,"25.013,49"
2014-01-23,"25.260,56"
2014-01-22,"25.659,04"
2014-01-21,"25.417,08"
2014-01-20,"25.489,83"
2014-01-17,"25.778,03"
2014-01-16,"25.926,27"
2014-01-15,"25.976,53"
2014-01-14,"25.640,82"
2014-01-13,"25.403,21"
2014-01-10,"25.597,80"
2014-01-09,"25.457,68"
2014-01-08,"25.854,02"
2014-01-07,"26.014,96"
2014-01-06,"26.448,07"
2014-01-03,"26.348,26"
2014-01-02,"25.616,86"
2013-12-30,"26.250,84"
2013-12-27,"26.301,71"
2013-12-26,"26.389,37"
2013-12-23,"26.547,94"
2013-12-20,"26.650,53"
2013-12-19,"26.805,27"
2013-12-18,"26.321,00"
2013-12-17,"26.047,15"
2013-12-16,"25.974,70"
2013-12-13,"26.141,73"
2013-12-12,"26.201,35"
2013-12-11,"26.075,64"
2013-12-10,"26.380,09"
2013-12-09,"26.512,00"
2013-12-06,"26.407,90"
2013-12-05,"26.179,70"
2013-12-04,"26.071,34"
2013-12-03,"26.341,21"
2013-12-02,"26.790,72"
2013-11-29,"27.027,65"
2013-11-28,"26.646,84"
2013-11-27,"26.814,29"
2013-11-26,"26.806,23"
2013-11-25,"26.951,21"
2013-11-22,"26.846,16"
2013-11-21,"26.788,33"
2013-11-19,"26.750,19"
2013-11-18,"27.420,84"
2013-11-14,"27.057,26"
2013-11-13,"26.447,64"
2013-11-12,"26.257,88"
2013-11-11,"26.262,64"
2013-11-08,"26.205,37"
2013-11-07,"26.371,47"
2013-11-06,"26.583,19"
2013-11-05,"27.067,29"
2013-11-04,"27.518,76"
2013-11-01,"27.540,65"
2013-10-31,"27.821,26"
2013-10-30,"27.607,19"
2013-10-29,"27.640,35"
2013-10-28,"27.780,11"
2013-10-25,"27.422,28"
2013-10-24,"27.617,82"
2013-10-23,"27.909,50"
2013-10-22,"28.121,12"
2013-10-21,"27.812,25"
2013-10-18,"27.809,69"
2013-10-17,"27.579,62"
2013-10-16,"27.583,95"
2013-10-15,"27.563,81"
2013-10-14,"27.496,09"
2013-10-11,"27.245,48"
2013-10-10,"27.174,89"
2013-10-09,"26.795,19"
2013-10-08,"26.757,82"
2013-10-07,"26.851,40"
2013-10-04,"26.897,50"
2013-10-03,"26.998,41"
2013-10-02,"27.120,22"
2013-10-01,"27.041,07"
2013-09-30,"27.037,79"
2013-09-27,"27.186,76"
2013-09-26,"27.022,45"
2013-09-25,"27.211,24"
2013-09-24,"27.261,34"
2013-09-23,"27.105,30"
2013-09-20,"26.809,51"
2013-09-19,"27.132,95"
2013-09-18,"27.375,96"
2013-09-17,"27.230,03"
2013-09-16,"27.074,18"
2013-09-13,"26.904,28"
2013-09-12,"26.799,65"
2013-09-11,"27.064,62"
2013-09-10,"27.175,50"
2013-09-09,"27.329,78"
2013-09-06,"26.918,68"
2013-09-05,"26.584,81"
2013-09-04,"26.086,06"
2013-09-03,"25.753,18"
2013-09-02,"25.736,11"
2013-08-30,"25.316,00"
2013-08-29,"25.267,41"
2013-08-28,"25.220,74"
2013-08-27,"25.245,14"
2013-08-26,"25.424,73"
2013-08-23,"25.707,79"
2013-08-22,"25.606,28"
2013-08-21,"25.367,57"
2013-08-20,"25.401,85"
2013-08-19,"25.604,29"
2013-08-16,"25.821,93"
2013-08-15,"25.792,43"
2013-08-14,"26.150,97"
2013-08-13,"26.217,42"
2013-08-12,"26.112,28"
2013-08-09,"26.013,16"
2013-08-08,"25.954,62"
2013-08-07,"25.566,07"
2013-08-06,"25.357,78"
2013-08-05,"25.822,56"
2013-08-02,"25.667,97"
2013-08-01,"26.012,96"
2013-07-31,"25.929,81"
2013-07-30,"26.083,71"
2013-07-29,"26.314,58"
2013-07-26,"26.325,31"
2013-07-25,"26.312,65"
2013-07-24,"25.894,25"
2013-07-23,"26.101,19"
2013-07-22,"25.862,82"
2013-07-19,"25.544,93"
2013-07-18,"25.668,31"
2013-07-17,"25.474,68"
2013-07-16,"25.413,50"
2013-07-15,"25.529,65"
2013-07-12,"25.341,60"
2013-07-11,"25.760,67"
2013-07-10,"25.305,42"
2013-07-09,"25.018,42"
2013-07-08,"25.018,42"
2013-07-05,"24.929,11"
2013-07-04,"24.933,30"
2013-07-03,"24.507,11"
2013-07-02,"24.735,67"
2013-07-01,"25.393,10"
2013-06-28,"25.407,33"
2013-06-27,"25.268,00"
2013-06-26,"24.924,01"
2013-06-25,"24.949,93"
2013-06-24,"24.546,98"
2013-06-21,"24.760,74"
2013-06-20,"25.817,19"
2013-06-19,"26.097,46"
2013-06-18,"26.735,50"
2013-06-17,"26.640,54"
2013-06-14,"26.520,53"
2013-06-13,"26.968,28"
2013-06-12,"26.418,92"
2013-06-11,"26.813,87"
2013-06-10,"27.486,79"
2013-06-07,"27.623,51"
2013-06-06,"28.129,47"
2013-06-05,"28.243,46"
2013-06-04,"28.631,49"
2013-06-03,"28.697,33"
2013-05-31,"28.523,67"
2013-05-29,"29.054,04"
2013-05-28,"29.611,84"
2013-05-27,"29.571,38"
2013-05-24,"29.712,79"
2013-05-23,"29.664,06"
2013-05-22,"29.624,13"
2013-05-21,"29.201,78"
2013-05-20,"28.672,27"
2013-05-17,"28.502,41"
2013-05-16,"28.493,12"
2013-05-15,"28.241,86"
2013-05-14,"27.958,18"
2013-05-13,"27.917,53"
2013-05-10,"28.073,70"
2013-05-09,"28.083,09"
2013-05-08,"28.049,01"
2013-05-07,"28.121,47"
2013-05-06,"27.989,32"
2013-05-03,"28.147,95"
2013-05-02,"28.042,32"
2013-04-30,"28.241,68"
2013-04-29,"27.570,63"
2013-04-26,"27.472,17"
2013-04-25,"27.825,75"
2013-04-24,"27.932,91"
2013-04-23,"28.074,81"
2013-04-22,"27.703,68"
2013-04-19,"27.832,68"
2013-04-18,"27.606,21"
2013-04-17,"27.478,58"
2013-04-16,"27.715,61"
2013-04-15,"27.295,68"
2013-04-12,"27.820,67"
2013-04-11,"27.998,13"
2013-04-10,"28.299,25"
2013-04-09,"28.137,56"
2013-04-08,"27.961,96"
2013-04-05,"27.899,46"
2013-04-04,"27.407,14"
2013-04-03,"27.646,54"
2013-04-02,"27.455,25"
2013-04-01,"27.739,43"
2013-03-28,"27.750,56"
2013-03-27,"27.208,18"
2013-03-26,"26.989,71"
2013-03-25,"26.505,73"
2013-03-22,"26.610,10"
2013-03-21,"26.705,79"
2013-03-20,"26.911,25"
2013-03-19,"27.876,06"
2013-03-18,"28.092,82"
2013-03-15,"28.089,20"
2013-03-14,"28.115,14"
2013-03-13,"28.352,90"
2013-03-12,"28.459,96"
2013-03-11,"28.393,35"
2013-03-08,"28.341,02"
2013-03-07,"28.510,36"
2013-03-06,"27.675,04"
2013-03-05,"27.031,84"
2013-03-04,"27.163,17"
2013-03-01,"27.180,12"
2013-02-28,"27.487,21"
2013-02-27,"27.485,23"
2013-02-26,"27.538,88"
2013-02-25,"27.221,22"
2013-02-22,"26.928,64"
2013-02-21,"26.780,32"
2013-02-20,"26.937,05"
2013-02-19,"27.259,26"
2013-02-18,"27.357,66"
2013-02-15,"27.453,64"
2013-02-14,"27.510,51"
2013-02-13,"27.341,75"
2013-02-08,"27.291,54"
2013-02-07,"27.566,23"
2013-02-06,"27.713,65"
2013-02-05,"27.901,34"
2013-02-04,"27.896,35"
2013-02-01,"28.049,06"
2013-01-31,"27.800,07"
2013-01-30,"27.440,53"
2013-01-29,"27.728,30"
2013-01-28,"27.903,57"
2013-01-24,"28.420,14"
2013-01-23,"28.756,73"
2013-01-22,"28.740,35"
2013-01-21,"28.739,13"
2013-01-18,"28.428,89"
2013-01-17,"28.292,57"
2013-01-16,"27.969,98"
2013-01-15,"27.836,51"
2013-01-14,"27.833,70"
2013-01-11,"27.750,14"
2013-01-10,"27.705,04"
2013-01-09,"27.530,57"
2013-01-08,"26.875,05"
2013-01-07,"27.657,39"
2013-01-04,"28.364,26"
2013-01-03,"29.037,76"
2013-01-02,"29.278,49"
2012-12-28,"28.792,84"
2012-12-27,"28.422,92"
2012-12-26,"28.392,79"
2012-12-21,"28.223,43"
2012-12-20,"27.907,36"
2012-12-19,"27.974,03"
2012-12-18,"27.977,83"
2012-12-17,"27.960,59"
2012-12-14,"27.920,87"
2012-12-13,"27.948,44"
2012-12-12,"28.002,55"
2012-12-11,"27.935,39"
2012-12-10,"27.522,54"
2012-12-07,"27.458,01"
2012-12-06,"27.306,68"
2012-12-05,"27.116,33"
2012-12-04,"27.524,18"
2012-12-03,"27.521,29"
2012-11-30,"27.412,32"
2012-11-29,"27.055,30"
2012-11-28,"27.026,59"
2012-11-27,"26.612,31"
2012-11-26,"26.778,74"
2012-11-23,"26.812,25"
2012-11-22,"26.429,63"
2012-11-21,"26.525,79"
2012-11-19,"27.044,70"
2012-11-16,"27.264,57"
2012-11-14,"27.307,33"
2012-11-13,"27.650,85"
2012-11-12,"27.296,71"
2012-11-09,"27.951,07"
2012-11-08,"28.248,16"
2012-11-07,"28.691,81"
2012-11-06,"28.926,83"
2012-11-05,"29.015,85"
2012-11-01,"29.455,40"
2012-10-31,"28.716,33"
2012-10-30,"28.780,18"
2012-10-29,"28.710,49"
2012-10-26,"28.735,22"
2012-10-25,"28.771,31"
2012-10-24,"28.526,73"
2012-10-23,"28.627,05"
2012-10-22,"28.926,69"
2012-10-19,"29.071,03"
2012-10-18,"29.081,78"
2012-10-17,"29.214,65"
2012-10-16,"29.331,81"
2012-10-15,"29.110,13"
2012-10-11,"28.774,26"
2012-10-10,"28.548,34"
2012-10-09,"28.977,87"
2012-10-08,"29.030,22"
2012-10-05,"29.066,16"
2012-10-04,"28.942,86"
2012-10-03,"29.422,12"
2012-10-02,"29.828,41"
2012-10-01,"29.957,13"
2012-09-28,"30.091,23"
2012-09-27,"30.305,18"
2012-09-26,"30.418,98"
2012-09-25,"30.415,13"
2012-09-24,"30.359,13"
2012-09-21,"30.414,40"
2012-09-20,"30.253,93"
2012-09-19,"30.485,98"
2012-09-18,"30.776,68"
2012-09-17,"30.376,57"
2012-09-14,"29.937,97"
2012-09-13,"29.731,38"
2012-09-12,"28.962,29"
2012-09-11,"31.539,91"
2012-09-10,"32.666,33"
2012-09-06,"33.244,99"
2012-09-05,"33.155,95"
2012-09-04,"32.921,10"
2012-09-03,"33.092,95"
2012-08-31,"32.805,89"
2012-08-30,"34.259,32"
2012-08-29,"34.888,78"
2012-08-28,"35.243,26"
2012-08-27,"35.139,99"
2012-08-24,"35.247,71"
2012-08-23,"35.169,97"
2012-08-22,"35.519,94"
2012-08-21,"35.442,11"
2012-08-20,"35.595,07"
2012-08-17,"35.600,17"
2012-08-16,"35.938,32"
2012-08-15,"35.588,18"
2012-08-14,"35.456,93"
2012-08-13,"35.555,73"
2012-08-10,"35.536,09"
2012-08-09,"35.271,85"
2012-08-08,"35.161,56"
2012-08-07,"34.835,85"
2012-08-06,"34.872,92"
2012-08-03,"34.646,85"
2012-08-02,"34.435,53"
2012-08-01,"34.932,40"
2012-07-31,"34.741,56"
2012-07-30,"35.205,75"
2012-07-27,"35.024,98"
2012-07-26,"34.630,71"
2012-07-25,"34.000,24"
2012-07-24,"33.806,41"
2012-07-23,"33.843,52"
2012-07-20,"33.942,64"
2012-07-19,"34.423,32"
2012-07-18,"34.328,69"
2012-07-17,"34.408,88"
2012-07-16,"34.008,84"
2012-07-13,"34.107,31"
2012-07-12,"34.035,01"
2012-07-11,"33.930,05"
2012-07-10,"34.062,41"
2012-07-06,"34.547,99"
2012-07-05,"34.979,17"
2012-07-04,"34.831,06"
2012-07-03,"34.854,62"
2012-07-02,"35.336,79"
2012-06-29,"35.416,28"
2012-06-28,"35.252,21"
2012-06-27,"34.944,27"
2012-06-26,"34.764,52"
2012-06-25,"34.754,70"
2012-06-22,"34.560,76"
2012-06-21,"34.871,14"
2012-06-20,"35.133,69"
2012-06-19,"35.225,10"
2012-06-18,"35.129,94"
2012-06-15,"35.053,88"
2012-06-14,"34.929,47"
2012-06-13,"35.048,96"
2012-06-12,"35.119,80"
2012-06-11,"34.514,02"
2012-06-08,"34.593,91"
2012-06-06,"34.244,55"
2012-06-05,"33.633,53"
2012-06-04,"33.996,81"
2012-06-01,"33.701,02"
2012-05-31,"33.733,82"
2012-05-30,"33.304,68"
2012-05-29,"33.608,03"
2012-05-28,"34.124,97"
2012-05-25,"33.678,92"
2012-05-24,"33.809,25"
2012-05-23,"34.113,17"
2012-05-22,"34.358,78"
2012-05-21,"34.470,77"
2012-05-18,"34.631,23"
2012-05-17,"34.636,18"
2012-05-16,"35.309,04"
2012-05-15,"34.873,70"
2012-05-14,"35.319,90"
2012-05-11,"36.391,25"
2012-05-10,"36.382,24"
2012-05-09,"35.999,03"
2012-05-08,"36.042,40"
2012-05-07,"36.191,54"
2012-05-04,"35.885,56"
2012-05-03,"35.861,05"
2012-05-02,"35.980,69"
2012-04-30,"35.826,64"
2012-04-27,"35.633,61"
2012-04-26,"35.495,78"
2012-04-25,"35.448,81"
2012-04-24,"35.329,24"
2012-04-23,"35.048,74"
2012-04-20,"35.058,40"
2012-04-19,"34.981,30"
2012-04-18,"35.006,59"
2012-04-17,"34.791,26"
2012-04-16,"34.763,73"
2012-04-13,"34.725,84"
2012-04-12,"34.934,31"
2012-04-11,"34.849,73"
2012-04-10,"35.260,94"
2012-04-09,"35.377,89"
2012-04-05,"35.436,93"
2012-04-04,"35.295,31"
2012-04-03,"35.486,62"
2012-04-02,"35.767,08"
2012-03-30,"35.281,68"
2012-03-29,"35.075,33"
2012-03-28,"35.143,53"
2012-03-27,"35.452,89"
2012-03-26,"35.360,04"
2012-03-23,"34.945,05"
2012-03-22,"35.010,42"
2012-03-21,"35.207,55"
2012-03-20,"35.252,84"
2012-03-19,"35.143,62"
2012-03-16,"35.054,33"
2012-03-15,"35.314,40"
2012-03-14,"35.527,26"
2012-03-13,"35.449,26"
2012-03-12,"35.036,17"
2012-03-09,"34.987,32"
2012-03-08,"34.625,83"
2012-03-07,"34.634,13"
2012-03-06,"34.507,19"
2012-03-05,"34.791,58"
2012-03-02,"34.605,12"
2012-03-01,"34.438,15"
2012-02-29,"34.328,25"
2012-02-28,"34.116,08"
2012-02-27,"33.840,08"
2012-02-24,"33.904,37"
2012-02-23,"33.729,77"
2012-02-22,"33.824,02"
2012-02-17,"33.651,19"
2012-02-16,"33.514,27"
2012-02-15,"33.324,43"
2012-02-14,"33.022,97"
2012-02-13,"33.150,75"
2012-02-10,"32.972,56"
2012-02-09,"32.742,63"
2012-02-08,"32.648,26"
2012-02-07,"32.522,71"
2012-02-06,"32.161,02"
2012-02-03,"32.316,12"
2012-02-02,"32.352,10"
2012-02-01,"32.459,32"
2012-01-31,"32.415,76"
2012-01-30,"32.275,52"
2012-01-27,"32.154,85"
2012-01-26,"32.263,86"
2012-01-24,"32.173,68"
2012-01-23,"32.160,67"
2012-01-20,"32.446,19"
2012-01-19,"32.410,96"
2012-01-18,"32.532,55"
2012-01-17,"32.459,03"
2012-01-16,"32.534,87"
2012-01-13,"32.569,37"
2012-01-12,"32.633,50"
2012-01-11,"32.534,18"
2012-01-10,"32.693,14"
2012-01-09,"33.051,63"
2012-01-06,"32.738,73"
2012-01-05,"32.626,65"
2012-01-04,"32.690,43"
2012-01-03,"32.285,98"
2012-01-02,"32.559,04"
2011-12-29,"32.613,71"
2011-12-28,"32.538,59"
2011-12-27,"32.827,66"
2011-12-26,"32.785,85"
2011-12-23,"32.612,85"
2011-12-22,"32.015,95"
2011-12-21,"31.844,33"
2011-12-20,"31.903,01"
2011-12-19,"31.449,10"
2011-12-16,"31.471,04"
2011-12-15,"31.434,79"
2011-12-14,"31.325,45"
2011-12-13,"31.063,13"
2011-12-12,"30.921,93"
2011-12-09,"30.772,91"
2011-12-08,"30.596,39"
2011-12-07,"30.541,56"
2011-12-06,"30.754,12"
2011-12-05,"30.205,34"
2011-12-02,"29.651,16"
2011-12-01,"29.846,49"
2011-11-30,"29.793,38"
2011-11-29,"29.312,64"
2011-11-28,"29.432,83"
2011-11-25,"29.132,03"
2011-11-24,"28.929,16"
2011-11-23,"28.835,52"
2011-11-22,"28.985,65"
2011-11-21,"28.918,60"
2011-11-18,"28.865,46"
2011-11-17,"28.811,01"
2011-11-16,"29.366,14"
2011-11-14,"29.126,59"
2011-11-11,"29.298,32"
2011-11-10,"28.995,10"
2011-11-09,"28.920,72"
2011-11-08,"29.269,43"
2011-11-07,"29.519,58"
2011-11-04,"29.280,32"
2011-11-03,"29.102,80"
2011-11-01,"28.682,17"
2011-10-31,"28.857,80"
2011-10-28,"28.833,55"
2011-10-27,"28.765,84"
2011-10-26,"28.604,72"
2011-10-25,"28.116,56"
2011-10-24,"28.342,95"
2011-10-21,"28.184,55"
2011-10-20,"27.869,13"
2011-10-19,"28.004,05"
2011-10-18,"28.124,04"
2011-10-17,"27.703,70"
2011-10-14,"27.910,32"
2011-10-13,"27.850,49"
2011-10-11,"27.593,46"
2011-10-10,"27.533,30"
2011-10-07,"26.864,70"
2011-10-06,"27.239,66"
2011-10-05,"27.179,37"
2011-10-04,"27.114,24"
2011-10-03,"27.568,70"
2011-09-30,"27.810,66"
2011-09-29,"27.902,96"
2011-09-28,"27.868,78"
2011-09-27,"27.667,42"
2011-09-26,"27.747,96"
2011-09-23,"27.823,43"
2011-09-22,"28.157,46"
2011-09-21,"29.162,96"
2011-09-20,"29.012,03"
2011-09-19,"28.843,90"
2011-09-16,"28.857,71"
2011-09-15,"28.512,26"
2011-09-14,"28.439,27"
2011-09-13,"28.353,25"
2011-09-12,"28.400,32"
2011-09-09,"28.413,28"
2011-09-08,"28.788,48"
2011-09-06,"28.645,99"
2011-09-05,"28.096,14"
2011-09-02,"28.315,82"
2011-09-01,"28.453,21"
2011-08-31,"28.195,12"
2011-08-30,"27.587,74"
2011-08-29,"27.498,45"
2011-08-26,"27.170,28"
2011-08-25,"26.866,31"
2011-08-24,"27.010,54"
2011-08-23,"27.164,64"
2011-08-22,"27.155,01"
2011-08-19,"27.076,73"
2011-08-18,"27.541,86"
2011-08-17,"27.745,57"
2011-08-16,"27.698,87"
2011-08-15,"27.371,09"
2011-08-12,"26.858,41"
2011-08-11,"27.238,61"
2011-08-10,"27.110,22"
2011-08-09,"26.948,67"
2011-08-08,"26.515,37"
2011-08-05,"27.926,70"
2011-08-04,"28.033,90"
2011-08-03,"28.852,24"
2011-08-02,"29.194,64"
2011-08-01,"29.353,19"
2011-07-29,"29.463,11"
2011-07-28,"29.245,32"
2011-07-27,"29.081,37"
2011-07-26,"29.485,91"
2011-07-25,"29.521,26"
2011-07-22,"29.543,60"
2011-07-21,"29.293,30"
2011-07-20,"29.187,50"
2011-07-19,"29.270,26"
2011-07-18,"29.425,76"
2011-07-15,"29.536,78"
2011-07-14,"29.660,01"
2011-07-13,"29.673,60"
2011-07-12,"29.504,24"
2011-07-11,"29.511,17"
2011-07-08,"29.854,84"
2011-07-07,"29.817,88"
2011-07-06,"30.000,30"
2011-07-05,"30.107,05"
2011-07-04,"30.055,29"
2011-07-01,"29.981,07"
2011-06-30,"30.073,77"
2011-06-29,"30.060,98"
2011-06-28,"29.947,21"
2011-06-27,"29.817,58"
2011-06-24,"29.896,84"
2011-06-22,"29.589,67"
2011-06-21,"29.793,86"
2011-06-20,"29.601,46"
2011-06-17,"29.518,01"
2011-06-16,"29.419,92"
2011-06-15,"29.155,46"
2011-06-14,"29.145,33"
2011-06-13,"29.139,29"
2011-06-10,"29.333,64"
2011-06-09,"29.498,86"
2011-06-08,"29.482,10"
2011-06-07,"29.667,39"
2011-06-06,"29.861,18"
2011-06-03,"30.069,53"
2011-06-02,"29.856,50"
2011-06-01,"29.543,63"
2011-05-31,"29.795,77"
2011-05-30,"29.510,64"
2011-05-27,"29.614,52"
2011-05-26,"29.688,69"
2011-05-25,"29.806,59"
2011-05-24,"29.792,43"
2011-05-23,"29.724,72"
2011-05-20,"29.918,08"
2011-05-19,"29.818,01"
2011-05-18,"29.700,64"
2011-05-17,"29.711,78"
2011-05-16,"29.822,93"
2011-05-13,"29.835,49"
2011-05-12,"29.924,47"
2011-05-11,"29.751,63"
2011-05-10,"29.980,42"
2011-05-09,"30.026,02"
2011-05-06,"29.942,64"
2011-05-05,"29.492,44"
2011-05-04,"29.237,59"
2011-05-03,"29.120,98"
2011-05-02,"29.284,35"
2011-04-29,"29.581,66"
2011-04-28,"29.587,81"
2011-04-27,"29.629,88"
2011-04-26,"29.659,69"
2011-04-25,"29.747,14"
